Paper_ID,DOI,Title,Lead_author,Institution,Journal,Published,Motivation,Oceanic_region,Area,Site,Size,System,Years_total,Date_start,Date_end,Run_mode,Yearly_trends_compared,Generic_species,Multiple_species,Species_scientific_name,Species_common_name,Species_type,Geographical_zone,Model_reuse,Model_name,Model_type,Model_movement,Physical_model,Nested_submodels,Model_resolution_min,Model_spatial_shape,Model_depth,Tidal_model_used,Bathymetry_model_used,Model_integration,Model_time_step,Model_time_step_type,Model_diffusion_scheme,Model_diffusion_direction,Model_diffusion_value,PLD_type,PLD_fixed,PLD_variable,PLD_stdev,Spawning_period,Spawning_interval,Spawning_release_sites,Spawning_settlement_sites,Spawning_depth_type,Spawning_depth_value,Spawning_depth_min,Spawning_depth_max,Spawning_initiation,Passive_movement,Diel_vertical_migration,Circatidal_migration,Pynocline_migration,Halocline_migration,Ontogentic_vertical_migration,Vertical_swimming_ability,Horizontal_swimming_ability,Sinking_velocity,Egg_buoyancy,Mortality,Mortality_rate,Mortality_function,Orientation,Orientation_type,Growth,Growth_func,Sensory_ability,Sensory_impl,Sensory_extent,Settlement_competency_window,Settlement_competency_type,Settlement_competency_factor,Settlement_competency_type_start,Settlement_site_type,Settlement_site_size,Particles_spawned_at_individual_type,Particles_spawned_at_individual_site,Particles_spawned_range_min,Particles_spawned_range_max,Particles_spawned_super_individual,Particles_spawned_period,Particles_spawned_total,Replicated_run,Sensitivity_analysis,Statistical_methods_used,Empirically_coupled,Dispersal_kernel,Temporal_kernel,Accumulation_kernel,Partial_summation,Minimum_arrival_time,Mean_distance,Median_distance,Distance_travelled_mean,Trajectory_travelled_mean,Distance_travelled_stdev,Distance_travelled_median,Direction_mean,Depth_mean,Distance_travelled_upper_quantile,Distance_travelled_max,Biophysical_matrix,Travel_time_mean,Isotropy,Positive_area,Seeded_area,Centre_of_mass,Aggregation_index,Mean_length,Connectance,Proportion_sites_settled,Connections_total,Connected_clusters_total,Connected_clusters_largest_size,Cross_shore_connectivity,Dispersion_index,Connectivity_metrics_potential,Connectivity_matrix_realised,Local_retention,Local_retention_mean,Local_retention_max,Self_recruitment,Self_recruitment_mean,Self_recruitment_max,Settlement_success,Settlement_success_mean,Settlement_success_min,Directional_exchange_rate,Export_probability,Source_sink_indicies,Graph_theory,Survived_%,,,,,
64,10.1016/j.pocean.2013.12.006 ,Wind-induced variability in larval retention in a coral reef system: A biophysical modelling study in the South-West Lagoon of New Caledonia ,Cuif M,Institut de Recherche pour le Développement,Progress In Oceanography,2013,DS,South Pacific,New Caledonia,South-east lagoon,Medium,Closed,1,2003,2004,Forecast,NA,FALSE,FALSE,Dascyllus aruanus ,Humbug damselfish,Fish,Tropical,TRUE,Ichthyop,IBM,L,MARS-3D,FALSE,0.5,Grid,NA,TRUE,FALSE,RK4,300,Fixed,NA,NA,NA,Both,30,NA,NA,"Lunar spawning (mid-Sept to March), peaks in summer","Lunar spawning (mid-Sept to March), peaks in summer",1,NA,Variable,NA,16,20,Fixed,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,FALSE,NA,FALSE,NA,TRUE,Buffer,1,TRUE,Fixed,NA,11,Reef,NA,Fixed,500,NA,NA,FALSE,3 hour,660000,FALSE,TRUE,Spearman rank-order correlation coefficient ,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,24,NA,NA,NA,FALSE,FALSE,FALSE,NA,FALSE,FALSE,NA,NA,NA,FALSE,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,0.017,NA,FALSE,NA,NA,FALSE,NA,NA,FALSE,FALSE,FALSE,FALSE,,,,,,
65,10.7717/peerj.1636,Exploration of the ‘‘larval pool’’: development and ground-truthing of a larval transport model off leeward Hawai‘i ,Wren JLK,University of Hawai'i,PeerJ,2016,DS,Indo-Pacific,Indo-Pacific Ocean,Hawaii,Small,Open,1,2011,2011,Forecast,Between,FALSE,FALSE,Zebrasoma flavescens,Yellow tang,Fish,Tropical,FALSE,NA,IBM,L,HYCOM,FALSE,4,Grid,500,FALSE,FALSE,NA,NA,NA,Random walk,Horizontal,250,Fixed,54,NA,NA,Daily spawning,Daily,302,11,Fixed,100,NA,NA,Fixed,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,FALSE,NA,FALSE,NA,TRUE,Buffer,5,TRUE,Fixed,NA,27,Trawling Region,NA,Fixed,1000,NA,NA,FALSE,Daily,20536000,FALSE,FALSE,GAM,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,FALSE,FALSE,FALSE,NA,FALSE,FALSE,NA,NA,NA,FALSE,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,FALSE,NA,NA,FALSE,NA,NA,FALSE,FALSE,FALSE,FALSE,,,,,,
65,10.7717/peerj.1636,Exploration of the ‘‘larval pool’’: development and ground-truthing of a larval transport model off leeward Hawai‘i ,Wren JLK,University of Hawai'i,PeerJ,2016,DS,Indo-Pacific,Indo-Pacific Ocean,Hawaii,Small,Open,1,2011,2011,Hindcast,Between,TRUE,TRUE,NA,NA,Fish,Tropical,FALSE,NA,IBM,L,HYCOM,FALSE,4,Grid,500,FALSE,FALSE,NA,NA,NA,Random walk,Horizontal,250,Fixed,15,NA,NA,Daily spawning,Daily,11,302,Fixed,5,NA,NA,Fixed,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,FALSE,NA,FALSE,NA,TRUE,Buffer,5,FALSE,NA,NA,NA,Coast,5,Fixed,1000,NA,NA,FALSE,Daily,20536000,FALSE,FALSE,GAM,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,FALSE,FALSE,FALSE,NA,FALSE,FALSE,NA,NA,NA,FALSE,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,FALSE,NA,NA,FALSE,NA,NA,FALSE,FALSE,FALSE,FALSE,,,,,,
65,10.7717/peerj.1636,Exploration of the ‘‘larval pool’’: development and ground-truthing of a larval transport model off leeward Hawai‘i ,Wren JLK,University of Hawai'i,PeerJ,2016,DS,Indo-Pacific,Indo-Pacific Ocean,Hawaii,Small,Open,1,2011,2011,Hindcast,Between,TRUE,TRUE,NA,NA,Fish,Tropical,FALSE,NA,IBM,L,HYCOM,FALSE,4,Grid,500,FALSE,FALSE,NA,NA,NA,Random walk,Horizontal,250,Fixed,30,NA,NA,Daily spawning,Daily,11,302,Fixed,5,NA,NA,Fixed,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,FALSE,NA,FALSE,NA,TRUE,Buffer,5,FALSE,NA,NA,NA,Coast,5,Fixed,1000,NA,NA,FALSE,Daily,20536000,FALSE,FALSE,GAM,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,FALSE,FALSE,FALSE,NA,FALSE,FALSE,NA,NA,NA,FALSE,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,FALSE,NA,NA,FALSE,NA,NA,FALSE,FALSE,FALSE,FALSE,,,,,,
65,10.7717/peerj.1636,Exploration of the ‘‘larval pool’’: development and ground-truthing of a larval transport model off leeward Hawai‘i ,Wren JLK,University of Hawai'i,PeerJ,2016,DS,Indo-Pacific,Indo-Pacific Ocean,Hawaii,Small,Open,1,2011,2011,Hindcast,Between,TRUE,TRUE,NA,NA,Fish,Tropical,FALSE,NA,IBM,L,HYCOM,FALSE,4,Grid,500,FALSE,FALSE,NA,NA,NA,Random walk,Horizontal,250,Fixed,45,NA,NA,Daily spawning,Daily,11,302,Fixed,5,NA,NA,Fixed,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,FALSE,NA,FALSE,NA,TRUE,Buffer,5,FALSE,NA,NA,NA,Coast,5,Fixed,1000,NA,NA,FALSE,Daily,20536000,FALSE,FALSE,GAM,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,FALSE,FALSE,FALSE,NA,FALSE,FALSE,NA,NA,NA,FALSE,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,FALSE,NA,NA,FALSE,NA,NA,FALSE,FALSE,FALSE,FALSE,,,,,,
65,10.7717/peerj.1636,Exploration of the ‘‘larval pool’’: development and ground-truthing of a larval transport model off leeward Hawai‘i ,Wren JLK,University of Hawai'i,PeerJ,2016,DS,Indo-Pacific,Indo-Pacific Ocean,Hawaii,Small,Open,1,2011,2011,Hindcast,Between,TRUE,TRUE,NA,NA,Fish,Tropical,FALSE,NA,IBM,L,HYCOM,FALSE,4,Grid,500,FALSE,FALSE,NA,NA,NA,Random walk,Horizontal,250,Fixed,60,NA,NA,Daily spawning,Daily,11,302,Fixed,5,NA,NA,Fixed,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,FALSE,NA,FALSE,NA,TRUE,Buffer,5,FALSE,NA,NA,NA,Coast,5,Fixed,1000,NA,NA,FALSE,Daily,20536000,FALSE,FALSE,GAM,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,FALSE,FALSE,FALSE,NA,FALSE,FALSE,NA,NA,NA,FALSE,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,FALSE,NA,NA,FALSE,NA,NA,FALSE,FALSE,FALSE,FALSE,,,,,,
65,10.7717/peerj.1636,Exploration of the ‘‘larval pool’’: development and ground-truthing of a larval transport model off leeward Hawai‘i ,Wren JLK,University of Hawai'i,PeerJ,2016,DS,Indo-Pacific,Indo-Pacific Ocean,Hawaii,Small,Open,1,2011,2011,Hindcast,Between,TRUE,TRUE,NA,NA,Fish,Tropical,FALSE,NA,IBM,L,HYCOM,FALSE,4,Grid,500,FALSE,FALSE,NA,NA,NA,Random walk,Horizontal,250,Fixed,75,NA,NA,Daily spawning,Daily,11,302,Fixed,5,NA,NA,Fixed,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,FALSE,NA,FALSE,NA,TRUE,Buffer,5,FALSE,NA,NA,NA,Coast,5,Fixed,1000,NA,NA,FALSE,Daily,20536000,FALSE,FALSE,GAM,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,FALSE,FALSE,FALSE,NA,FALSE,FALSE,NA,NA,NA,FALSE,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,FALSE,NA,NA,FALSE,NA,NA,FALSE,FALSE,FALSE,FALSE,,,,,,
65,10.7717/peerj.1636,Exploration of the ‘‘larval pool’’: development and ground-truthing of a larval transport model off leeward Hawai‘i ,Wren JLK,University of Hawai'i,PeerJ,2016,DS,Indo-Pacific,Indo-Pacific Ocean,Hawaii,Small,Open,1,2011,2011,Hindcast,Between,TRUE,TRUE,NA,NA,Fish,Tropical,FALSE,NA,IBM,L,HYCOM,FALSE,4,Grid,500,FALSE,FALSE,NA,NA,NA,Random walk,Horizontal,250,Fixed,15,NA,NA,Daily spawning,Daily,11,302,Fixed,50,NA,NA,Fixed,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,FALSE,NA,FALSE,NA,TRUE,Buffer,5,FALSE,NA,NA,NA,Coast,5,Fixed,1000,NA,NA,FALSE,Daily,20536000,FALSE,FALSE,GAM,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,FALSE,FALSE,FALSE,NA,FALSE,FALSE,NA,NA,NA,FALSE,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,FALSE,NA,NA,FALSE,NA,NA,FALSE,FALSE,FALSE,FALSE,,,,,,
65,10.7717/peerj.1636,Exploration of the ‘‘larval pool’’: development and ground-truthing of a larval transport model off leeward Hawai‘i ,Wren JLK,University of Hawai'i,PeerJ,2016,DS,Indo-Pacific,Indo-Pacific Ocean,Hawaii,Small,Open,1,2011,2011,Hindcast,Between,TRUE,TRUE,NA,NA,Fish,Tropical,FALSE,NA,IBM,L,HYCOM,FALSE,4,Grid,500,FALSE,FALSE,NA,NA,NA,Random walk,Horizontal,250,Fixed,30,NA,NA,Daily spawning,Daily,11,302,Fixed,50,NA,NA,Fixed,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,FALSE,NA,FALSE,NA,TRUE,Buffer,5,FALSE,NA,NA,NA,Coast,5,Fixed,1000,NA,NA,FALSE,Daily,20536000,FALSE,FALSE,GAM,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,FALSE,FALSE,FALSE,NA,FALSE,FALSE,NA,NA,NA,FALSE,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,FALSE,NA,NA,FALSE,NA,NA,FALSE,FALSE,FALSE,FALSE,,,,,,
65,10.7717/peerj.1636,Exploration of the ‘‘larval pool’’: development and ground-truthing of a larval transport model off leeward Hawai‘i ,Wren JLK,University of Hawai'i,PeerJ,2016,DS,Indo-Pacific,Indo-Pacific Ocean,Hawaii,Small,Open,1,2011,2011,Hindcast,Between,TRUE,TRUE,NA,NA,Fish,Tropical,FALSE,NA,IBM,L,HYCOM,FALSE,4,Grid,500,FALSE,FALSE,NA,NA,NA,Random walk,Horizontal,250,Fixed,45,NA,NA,Daily spawning,Daily,11,302,Fixed,50,NA,NA,Fixed,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,FALSE,NA,FALSE,NA,TRUE,Buffer,5,FALSE,NA,NA,NA,Coast,5,Fixed,1000,NA,NA,FALSE,Daily,20536000,FALSE,FALSE,GAM,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,FALSE,FALSE,FALSE,NA,FALSE,FALSE,NA,NA,NA,FALSE,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,FALSE,NA,NA,FALSE,NA,NA,FALSE,FALSE,FALSE,FALSE,,,,,,
65,10.7717/peerj.1636,Exploration of the ‘‘larval pool’’: development and ground-truthing of a larval transport model off leeward Hawai‘i ,Wren JLK,University of Hawai'i,PeerJ,2016,DS,Indo-Pacific,Indo-Pacific Ocean,Hawaii,Small,Open,1,2011,2011,Hindcast,Between,TRUE,TRUE,NA,NA,Fish,Tropical,FALSE,NA,IBM,L,HYCOM,FALSE,4,Grid,500,FALSE,FALSE,NA,NA,NA,Random walk,Horizontal,250,Fixed,60,NA,NA,Daily spawning,Daily,11,302,Fixed,50,NA,NA,Fixed,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,FALSE,NA,FALSE,NA,TRUE,Buffer,5,FALSE,NA,NA,NA,Coast,5,Fixed,1000,NA,NA,FALSE,Daily,20536000,FALSE,FALSE,GAM,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,FALSE,FALSE,FALSE,NA,FALSE,FALSE,NA,NA,NA,FALSE,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,FALSE,NA,NA,FALSE,NA,NA,FALSE,FALSE,FALSE,FALSE,,,,,,
65,10.7717/peerj.1636,Exploration of the ‘‘larval pool’’: development and ground-truthing of a larval transport model off leeward Hawai‘i ,Wren JLK,University of Hawai'i,PeerJ,2016,DS,Indo-Pacific,Indo-Pacific Ocean,Hawaii,Small,Open,1,2011,2011,Hindcast,Between,TRUE,TRUE,NA,NA,Fish,Tropical,FALSE,NA,IBM,L,HYCOM,FALSE,4,Grid,500,FALSE,FALSE,NA,NA,NA,Random walk,Horizontal,250,Fixed,75,NA,NA,Daily spawning,Daily,11,302,Fixed,50,NA,NA,Fixed,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,FALSE,NA,FALSE,NA,TRUE,Buffer,5,FALSE,NA,NA,NA,Coast,5,Fixed,1000,NA,NA,FALSE,Daily,20536000,FALSE,FALSE,GAM,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,FALSE,FALSE,FALSE,NA,FALSE,FALSE,NA,NA,NA,FALSE,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,FALSE,NA,NA,FALSE,NA,NA,FALSE,FALSE,FALSE,FALSE,,,,,,
65,10.7717/peerj.1636,Exploration of the ‘‘larval pool’’: development and ground-truthing of a larval transport model off leeward Hawai‘i ,Wren JLK,University of Hawai'i,PeerJ,2016,DS,Indo-Pacific,Indo-Pacific Ocean,Hawaii,Small,Open,1,2011,2011,Hindcast,Between,TRUE,TRUE,NA,NA,Fish,Tropical,FALSE,NA,IBM,L,HYCOM,FALSE,4,Grid,500,FALSE,FALSE,NA,NA,NA,Random walk,Horizontal,250,Fixed,15,NA,NA,Daily spawning,Daily,11,302,Fixed,100,NA,NA,Fixed,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,FALSE,NA,FALSE,NA,TRUE,Buffer,5,FALSE,NA,NA,NA,Coast,5,Fixed,1000,NA,NA,FALSE,Daily,20536000,FALSE,FALSE,GAM,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,FALSE,FALSE,FALSE,NA,FALSE,FALSE,NA,NA,NA,FALSE,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,FALSE,NA,NA,FALSE,NA,NA,FALSE,FALSE,FALSE,FALSE,,,,,,
65,10.7717/peerj.1636,Exploration of the ‘‘larval pool’’: development and ground-truthing of a larval transport model off leeward Hawai‘i ,Wren JLK,University of Hawai'i,PeerJ,2016,DS,Indo-Pacific,Indo-Pacific Ocean,Hawaii,Small,Open,1,2011,2011,Hindcast,Between,TRUE,TRUE,NA,NA,Fish,Tropical,FALSE,NA,IBM,L,HYCOM,FALSE,4,Grid,500,FALSE,FALSE,NA,NA,NA,Random walk,Horizontal,250,Fixed,30,NA,NA,Daily spawning,Daily,11,302,Fixed,100,NA,NA,Fixed,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,FALSE,NA,FALSE,NA,TRUE,Buffer,5,FALSE,NA,NA,NA,Coast,5,Fixed,1000,NA,NA,FALSE,Daily,20536000,FALSE,FALSE,GAM,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,FALSE,FALSE,FALSE,NA,FALSE,FALSE,NA,NA,NA,FALSE,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,FALSE,NA,NA,FALSE,NA,NA,FALSE,FALSE,FALSE,FALSE,,,,,,
65,10.7717/peerj.1636,Exploration of the ‘‘larval pool’’: development and ground-truthing of a larval transport model off leeward Hawai‘i ,Wren JLK,University of Hawai'i,PeerJ,2016,DS,Indo-Pacific,Indo-Pacific Ocean,Hawaii,Small,Open,1,2011,2011,Hindcast,Between,TRUE,TRUE,NA,NA,Fish,Tropical,FALSE,NA,IBM,L,HYCOM,FALSE,4,Grid,500,FALSE,FALSE,NA,NA,NA,Random walk,Horizontal,250,Fixed,45,NA,NA,Daily spawning,Daily,11,302,Fixed,100,NA,NA,Fixed,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,FALSE,NA,FALSE,NA,TRUE,Buffer,5,FALSE,NA,NA,NA,Coast,5,Fixed,1000,NA,NA,FALSE,Daily,20536000,FALSE,FALSE,GAM,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,FALSE,FALSE,FALSE,NA,FALSE,FALSE,NA,NA,NA,FALSE,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,FALSE,NA,NA,FALSE,NA,NA,FALSE,FALSE,FALSE,FALSE,,,,,,
65,10.7717/peerj.1636,Exploration of the ‘‘larval pool’’: development and ground-truthing of a larval transport model off leeward Hawai‘i ,Wren JLK,University of Hawai'i,PeerJ,2016,DS,Indo-Pacific,Indo-Pacific Ocean,Hawaii,Small,Open,1,2011,2011,Hindcast,Between,TRUE,TRUE,NA,NA,Fish,Tropical,FALSE,NA,IBM,L,HYCOM,FALSE,4,Grid,500,FALSE,FALSE,NA,NA,NA,Random walk,Horizontal,250,Fixed,60,NA,NA,Daily spawning,Daily,11,302,Fixed,100,NA,NA,Fixed,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,FALSE,NA,FALSE,NA,TRUE,Buffer,5,FALSE,NA,NA,NA,Coast,5,Fixed,1000,NA,NA,FALSE,Daily,20536000,FALSE,FALSE,GAM,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,FALSE,FALSE,FALSE,NA,FALSE,FALSE,NA,NA,NA,FALSE,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,FALSE,NA,NA,FALSE,NA,NA,FALSE,FALSE,FALSE,FALSE,,,,,,
65,10.7717/peerj.1636,Exploration of the ‘‘larval pool’’: development and ground-truthing of a larval transport model off leeward Hawai‘i ,Wren JLK,University of Hawai'i,PeerJ,2016,DS,Indo-Pacific,Indo-Pacific Ocean,Hawaii,Small,Open,1,2011,2011,Hindcast,Between,TRUE,TRUE,NA,NA,Fish,Tropical,FALSE,NA,IBM,L,HYCOM,FALSE,4,Grid,500,FALSE,FALSE,NA,NA,NA,Random walk,Horizontal,250,Fixed,75,NA,NA,Daily spawning,Daily,11,302,Fixed,100,NA,NA,Fixed,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,FALSE,NA,FALSE,NA,TRUE,Buffer,5,FALSE,NA,NA,NA,Coast,5,Fixed,1000,NA,NA,FALSE,Daily,20536000,FALSE,FALSE,GAM,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,FALSE,FALSE,FALSE,NA,FALSE,FALSE,NA,NA,NA,FALSE,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,FALSE,NA,NA,FALSE,NA,NA,FALSE,FALSE,FALSE,FALSE,,,,,,
65,10.7717/peerj.1636,Exploration of the ‘‘larval pool’’: development and ground-truthing of a larval transport model off leeward Hawai‘i ,Wren JLK,University of Hawai'i,PeerJ,2016,DS,Indo-Pacific,Indo-Pacific Ocean,Hawaii,Small,Open,1,2011,2011,Hindcast,Between,TRUE,TRUE,NA,NA,Fish,Tropical,FALSE,NA,IBM,L,HYCOM,FALSE,4,Grid,500,FALSE,FALSE,NA,NA,NA,Random walk,Horizontal,250,Fixed,15,NA,NA,Daily spawning,Daily,11,302,Fixed,NA,0,50,Averaged,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,FALSE,NA,FALSE,NA,TRUE,Buffer,5,FALSE,NA,NA,NA,Coast,5,Fixed,1000,NA,NA,FALSE,Daily,20536000,FALSE,FALSE,GAM,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,FALSE,FALSE,FALSE,NA,FALSE,FALSE,NA,NA,NA,FALSE,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,FALSE,NA,NA,FALSE,NA,NA,FALSE,FALSE,FALSE,FALSE,,,,,,
65,10.7717/peerj.1636,Exploration of the ‘‘larval pool’’: development and ground-truthing of a larval transport model off leeward Hawai‘i ,Wren JLK,University of Hawai'i,PeerJ,2016,DS,Indo-Pacific,Indo-Pacific Ocean,Hawaii,Small,Open,1,2011,2011,Hindcast,Between,TRUE,TRUE,NA,NA,Fish,Tropical,FALSE,NA,IBM,L,HYCOM,FALSE,4,Grid,500,FALSE,FALSE,NA,NA,NA,Random walk,Horizontal,250,Fixed,30,NA,NA,Daily spawning,Daily,11,302,Fixed,NA,0,50,Averaged,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,FALSE,NA,FALSE,NA,TRUE,Buffer,5,FALSE,NA,NA,NA,Coast,5,Fixed,1000,NA,NA,FALSE,Daily,20536000,FALSE,FALSE,GAM,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,FALSE,FALSE,FALSE,NA,FALSE,FALSE,NA,NA,NA,FALSE,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,FALSE,NA,NA,FALSE,NA,NA,FALSE,FALSE,FALSE,FALSE,,,,,,
65,10.7717/peerj.1636,Exploration of the ‘‘larval pool’’: development and ground-truthing of a larval transport model off leeward Hawai‘i ,Wren JLK,University of Hawai'i,PeerJ,2016,DS,Indo-Pacific,Indo-Pacific Ocean,Hawaii,Small,Open,1,2011,2011,Hindcast,Between,TRUE,TRUE,NA,NA,Fish,Tropical,FALSE,NA,IBM,L,HYCOM,FALSE,4,Grid,500,FALSE,FALSE,NA,NA,NA,Random walk,Horizontal,250,Fixed,45,NA,NA,Daily spawning,Daily,11,302,Fixed,NA,0,50,Averaged,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,FALSE,NA,FALSE,NA,TRUE,Buffer,5,FALSE,NA,NA,NA,Coast,5,Fixed,1000,NA,NA,FALSE,Daily,20536000,FALSE,FALSE,GAM,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,FALSE,FALSE,FALSE,NA,FALSE,FALSE,NA,NA,NA,FALSE,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,FALSE,NA,NA,FALSE,NA,NA,FALSE,FALSE,FALSE,FALSE,,,,,,
